State,Category,Estabblishment
Alaska,"Veneer, plywood, and engineered wood product ",8
Alaska,Truss ,8
Alaska,Other wood product ,15
Alaska,Millwork,8
Alaska,Wood window and door ,5
Alaska,All other wood product ,7
Alaska,All other miscellaneous wood product ,5
Alaska,Printing and related support activities,40
Alaska,Printing and related support activities,40
Alaska,Printing,38
Alaska,Commercial printing (except screen and books),32
Alaska,Commercial screen printing,5
Alaska,Petroleum and coal products ,21
Alaska,Petroleum and coal products ,21
Alaska,Petroleum refineries,5
Alaska,Petroleum refineries,5
Alaska,"Asphalt paving, roofing, and saturated materials ",16
Alaska,Asphalt paving mixture and block ,15
Alaska,Chemical ,4
Alaska,Plastics and rubber products ,14
Alaska,Plastics product ,12
Alaska,Other plastics product ,6
Alaska,All other plastics product ,6
Alaska,Nonmetallic mineral product ,34
Alaska,Glass and glass product ,6
Alaska,Glass and glass product ,6
Alaska,Glass product  made of purchased glass,5
Alaska,Cement and concrete product ,25
Alaska,Cement ,3
Alaska,Cement ,3
Alaska,Ready-mix concrete ,16
Alaska,Ready-mix concrete ,16
Alaska,Other concrete product ,4
Alaska,Other concrete product ,4
Alaska,Other nonmetallic mineral product ,3
Alaska,All other nonmetallic mineral product ,3
Alaska,Cut stone and stone product ,3
Alaska,Fabricated metal product ,54
Alaska,Cutlery and handtool ,3
Alaska,Cutlery and handtool ,3
Alaska,"Metal kitchen cookware, utensil, cutlery, and flatware (except precious) ",3
Alaska,Architectural and structural metals ,16
Alaska,Plate work and fabricated structural product ,8
Alaska,Fabricated structural metal ,6
Alaska,Ornamental and architectural metal products ,8
Alaska,Sheet metal work ,7
Alaska,"Boiler, tank, and shipping container ",5
Alaska,Metal tank (heavy gauge) ,4
Alaska,Metal tank (heavy gauge) ,4
Alaska,"Machine shops; turned product; and screw, nut, and bolt ",21
Alaska,Machine shops,20
Alaska,Machine shops,20
Alaska,"Coating, engraving, heat treating, and allied activities",3
Alaska,"Coating, engraving, heat treating, and allied activities",3
Alaska,Other fabricated metal product ,6
Alaska,All other fabricated metal product ,6
Alaska,All other miscellaneous fabricated metal product ,6
Alaska,Machinery ,12
Alaska,"Ventilation, heating, and refrigeration equipment ",3
Alaska,"Ventilation, heating, and refrigeration equipment ",3
Alaska,"Engine, turbine, and power transmission equipment ",3
Alaska,"Engine, turbine, and power transmission equipment ",3
Alaska,Other engine equipment ,3
Alaska,Other general purpose machinery ,3
Alaska,Computer and electronic product ,5
Alaska,"Navigational, measuring, electromedical, and control instruments ",3
Alaska,"Navigational, measuring, electromedical, and control instruments ",3
Alaska,Transportation equipment ,33
Alaska,Motor vehicle body and trailer ,3
Alaska,Motor vehicle body and trailer ,3
Alaska,Travel trailer and camper ,3
Alaska,Aerospace product and parts ,5
Alaska,Aerospace product and parts ,5
Alaska,Other aircraft parts and auxiliary equipment ,3
Alaska,Ship and boat building,23
Alaska,Ship and boat building,23
Alaska,Ship building and repairing,8
Alaska,Boat building,15
Alaska,Furniture and related product ,21
Alaska,Household and institutional furniture and kitchen cabinet ,14
Alaska,Wood kitchen cabinet and countertop ,9
Alaska,Wood kitchen cabinet and countertop ,9
Alaska,Household and institutional furniture ,5
Alaska,Nonupholstered wood household furniture ,5
Alaska,Office furniture (including fixtures) ,5
Alaska,Office furniture (including fixtures) ,5
Alaska,Custom architectural woodwork and millwork ,5
Alaska,Miscellaneous ,47
Alaska,Medical equipment and supplies ,21
Alaska,Medical equipment and supplies ,21
Alaska,Surgical appliance and supplies ,4
Alaska,Dental laboratories,16
Alaska,Other miscellaneous ,26
Alaska,Jewelry and silverware ,6
Alaska,Jewelry and silverware ,6
Alaska,Sign ,8
Alaska,Sign ,8
Alaska,All other miscellaneous ,9
Alaska,All other miscellaneous ,9
Alaska ,Breweries,6
Alaska ,Breweries,6
Alaska ,Other textile product mills,4
Alaska ,Textile bag and canvas mills,3
Alaska ,Textile bag and canvas mills,3
Alaska ,Wood product ,14
Alaska ,Sawmills and wood preservation,11
Alaska ,Sawmills and wood preservation,11
Alaska ,Sawmills,11
Alaska ,Petroleum and coal products ,3
Alaska ,Petroleum and coal products ,3
Alaska ,Petroleum refineries,3
Alaska ,Petroleum refineries,3
Alaska ,Nonmetallic mineral product ,9
Alaska ,Glass and glass product ,4
Alaska ,Glass and glass product ,4
Alaska ,Glass product  made of purchased glass,3
Alaska ,Cement and concrete product ,5
Alaska ,Ready-mix concrete ,5
Alaska ,Ready-mix concrete ,5
Alaska ,Fabricated metal product ,12
Alaska ,Architectural and structural metals ,5
Alaska ,Plate work and fabricated structural product ,4
Alaska ,Fabricated structural metal ,3
Alaska ,"Machine shops; turned product; and screw, nut, and bolt ",4
Alaska ,Machine shops,4
Alaska ,Machine shops,4
Alaska ,Machinery ,5
Alaska ,Transportation equipment ,17
Alaska ,Ship and boat building,17
Alaska ,Ship and boat building,17
Alaska ,Ship building and repairing,6
Alaska ,Boat building,11
Alaska ,Miscellaneous ,7
Alaska ,Other miscellaneous ,6
Alaska ,,196
Alaska ,Food ,110
Alaska ,Seafood product preparation and packaging,103
Alaska ,Seafood product preparation and packaging,103
Alaska ,Seafood product preparation and packaging,103
Alaska ,Beverage and tobacco product ,8
Alaska ,Beverage ,8
Alaska ,Textile product mills,4
Arizona,,4269
Arizona,Food ,229
Arizona,Animal food ,17
Arizona,Animal food ,17
Arizona,Dog and cat food ,5
Arizona,Other animal food ,12
Arizona,Grain and oilseed milling,3
Arizona,Sugar and confectionery product ,12
Arizona,Nonchocolate confectionery ,4
Arizona,Nonchocolate confectionery ,4
Arizona,Chocolate and chocolate confectionery ,8
Arizona,Confectionery  from purchased chocolate,8
Arizona,Fruit and vegetable preserving and specialty food ,15
Arizona,"Fruit and vegetable canning, pickling, and drying",15
Arizona,Fruit and vegetable canning,11
Arizona,Specialty canning,3
Arizona,Dairy product ,15
Arizona,Dairy product (except frozen) ,13
Arizona,Fluid milk ,6
Arizona,"Dry, condensed, and evaporated dairy product ",5
Arizona,Animal slaughtering and processing,20
Arizona,Animal slaughtering and processing,20
Arizona,Animal (except poultry) slaughtering,9
Arizona,Meat processed from carcasses,9
Arizona,Bakeries and tortilla ,113
Arizona,Bread and bakery product ,88
Arizona,Retail bakeries,55
Arizona,Commercial bakeries,31
Arizona,"Cookie, cracker, and pasta ",5
Arizona,"Dry pasta, dough, and flour mixes  from purchased flour",3
Arizona,Tortilla ,20
Arizona,Tortilla ,20
Arizona,Other food ,34
Arizona,Snack food ,7
Arizona,Other snack food ,5
Arizona,Coffee and tea ,5
Arizona,Coffee and tea ,5
Arizona,Seasoning and dressing ,4
Arizona,All other food ,17
Arizona,Perishable prepared food ,11
Arizona,All other miscellaneous food ,6
Arizona,Beverage and tobacco product ,44
Arizona,Beverage ,43
Arizona,Soft drink and ice ,21
Arizona,Soft drink ,8
Arizona,Bottled water ,5
Arizona,Ice ,8
Arizona,Breweries,10
Arizona,Breweries,10
Arizona,Wineries,12
Arizona,Wineries,12
Arizona,Textile mills,16
Arizona,Fabric mills,3
Arizona,Textile and fabric finishing and fabric coating mills,11
Arizona,Textile and fabric finishing mills,9
Arizona,Textile and fabric finishing mills,9
Arizona,Textile product mills,90
Arizona,Textile furnishings mills,24
Arizona,Curtain and linen mills,23
Arizona,Curtain and linen mills,23
Arizona,Other textile product mills,66
Arizona,Textile bag and canvas mills,17
Arizona,Textile bag and canvas mills,17
Arizona,All other textile product mills,49
Arizona,"Rope, cordage, twine, tire cord, and tire fabric mills",3
Arizona,All other miscellaneous textile product mills,46
Arizona,Apparel ,28
Arizona,Cut and sew apparel ,23
Arizona,Cut and sew apparel contractors,8
Arizona,Cut and sew apparel contractors,8
Arizona,"Women's, girls', and infants' cut and sew apparel ",12
Arizona,"Women's, girls', and infants' cut and sew apparel ",12
Arizona,Apparel accessories and other apparel ,3
Arizona,Apparel accessories and other apparel ,3
Arizona,Apparel accessories and other apparel ,3
Arizona,Leather and allied product ,15
Arizona,Footwear ,6
Arizona,Footwear ,6
Arizona,Footwear ,6
Arizona,Other leather and allied product ,8
Arizona,Other leather and allied product ,8
Arizona,All other leather good and allied product ,8
Arizona,Wood product ,160
Arizona,Sawmills and wood preservation,8
Arizona,Sawmills and wood preservation,8
Arizona,Sawmills,5
Arizona,Wood preservation,3
Arizona,"Veneer, plywood, and engineered wood product ",23
Arizona,"Veneer, plywood, and engineered wood product ",23
Arizona,Truss ,17
Arizona,Reconstituted wood product ,3
Arizona,Other wood product ,129
Arizona,Millwork,51
Arizona,Wood window and door ,27
Arizona,"Cut stock, resawing lumber, and planing",4
Arizona,Other millwork (including flooring),20
Arizona,Wood container and pallet ,35
Arizona,Wood container and pallet ,35
Arizona,All other wood product ,43
Arizona,Manufactured home (mobile home) ,7
Arizona,Prefabricated wood building ,11
Arizona,All other miscellaneous wood product ,25
Arizona,Paper ,40
Arizona,Converted paper product ,38
Arizona,Paperboard container ,12
Arizona,Corrugated and solid fiber box ,7
Arizona,Folding paperboard box ,4
Arizona,Paper bag and coated and treated paper ,9
Arizona,Paper bag and coated and treated paper ,9
Arizona,Stationery product ,3
Arizona,Stationery product ,3
Arizona,Other converted paper product ,14
Arizona,All other converted paper product ,12
Arizona,Printing and related support activities,443
Arizona,Printing and related support activities,443
Arizona,Printing,409
Arizona,Commercial printing (except screen and books),336
Arizona,Commercial screen printing,65
Arizona,Books printing,8
Arizona,Support activities for printing,34
Arizona,Support activities for printing,34
Arizona,Petroleum and coal products ,35
Arizona,Petroleum and coal products ,35
Arizona,"Asphalt paving, roofing, and saturated materials ",32
Arizona,Asphalt paving mixture and block ,27
Arizona,Asphalt shingle and coating materials ,5
Arizona,Other petroleum and coal products ,3
Arizona,Petroleum lubricating oil and grease ,3
Arizona,Chemical ,179
Arizona,Basic chemical ,24
Arizona,Industrial gas ,4
Arizona,Industrial gas ,4
Arizona,Other basic inorganic chemical ,7
Arizona,Other basic inorganic chemical ,7
Arizona,Other basic organic chemical ,12
Arizona,All other basic organic chemical ,11
Arizona,"Resin, synthetic rubber, and synthetic fibers and filaments ",16
Arizona,Resin and synthetic rubber ,15
Arizona,Plastics material and resin ,14
Arizona,"Pesticide, fertilizer, and other agricultural chemical ",11
Arizona,Fertilizer ,9
Arizona,Pharmaceutical and medicine ,35
Arizona,Nitrogenous fertilizer ,4
Arizona,Fertilizer (mixing only) ,5
Arizona,Pharmaceutical and medicine ,35
Arizona,Medicinal and botanical ,8
Arizona,Pharmaceutical preparation ,22
Arizona,Biological product (except diagnostic) ,4
Arizona,"Paint, coating, and adhesive ",24
Arizona,Paint and coating ,16
Arizona,Paint and coating ,16
Arizona,Adhesive ,8
Arizona,Adhesive ,8
Arizona,"Soap, cleaning compound, and toilet preparation ",30
Arizona,Soap and cleaning compound ,13
Arizona,Soap and other detergent ,6
Arizona,Polish and other sanitation good ,7
Arizona,Toilet preparation ,17
Arizona,Toilet preparation ,17
Arizona,Other chemical product and preparation ,39
Arizona,Printing ink ,6
Arizona,Printing ink ,6
Arizona,All other chemical product and preparation ,32
Arizona,Custom compounding of purchased resins,4
Arizona,"Photographic film, paper, plate, and chemical ",13
Arizona,All other miscellaneous chemical product and preparation ,15
Arizona,Plastics and rubber products ,169
Arizona,Plastics product ,146
Arizona,Plastics packaging and unlaminated film and sheet ,12
Arizona,Plastics bag and pouch ,3
Arizona,Plastics packaging film and sheet (including laminated) ,7
Arizona,"Plastics pipe, pipe fitting, and unlaminated profile shape ",15
Arizona,Unlaminated plastics profile shape ,9
Arizona,Plastics pipe and pipe fitting ,6
Arizona,"Laminated plastics plate, sheet (except packaging), and shape ",4
Arizona,"Laminated plastics plate, sheet (except packaging), and shape ",4
Arizona,Polystyrene foam product ,6
Arizona,Polystyrene foam product ,6
Arizona,Urethane and other foam product (except polystyrene) ,8
Arizona,Urethane and other foam product (except polystyrene) ,8
Arizona,Plastics bottle ,9
Arizona,Plastics bottle ,9
Arizona,Other plastics product ,92
Arizona,Plastics plumbing fixture ,10
Arizona,All other plastics product ,82
Arizona,Rubber product ,23
Arizona,Tire ,9
Arizona,Tire retreading,7
Arizona,Rubber and plastics hoses and belting ,3
Arizona,Rubber and plastics hoses and belting ,3
Arizona,Other rubber product ,11
Arizona,All other rubber product ,9
Arizona,Nonmetallic mineral product ,275
Arizona,Clay product and refractory ,23
Arizona,"Pottery, ceramics, and plumbing fixture ",15
Arizona,"Pottery, ceramics, and plumbing fixture ",15
Arizona,Clay building material and refractories ,8
Arizona,Clay building material and refractories ,8
Arizona,Glass and glass product ,28
Arizona,Glass and glass product ,28
Arizona,Other pressed and blown glass and glassware ,9
Arizona,Glass product  made of purchased glass,19
Arizona,Cement and concrete product ,161
Arizona,Cement ,4
Arizona,Cement ,4
Arizona,Ready-mix concrete ,92
Arizona,Ready-mix concrete ,92
Arizona,"Concrete pipe, brick, and block ",36
Arizona,Concrete block and brick ,27
Arizona,Concrete pipe ,9
Arizona,Other concrete product ,29
Arizona,Other concrete product ,29
Arizona,Lime and gypsum product ,6
Arizona,Gypsum product ,4
Arizona,Gypsum product ,4
Arizona,Other nonmetallic mineral product ,57
Arizona,Abrasive product ,4
Arizona,Abrasive product ,4
Arizona,All other nonmetallic mineral product ,53
Arizona,Cut stone and stone product ,31
Arizona,Ground or treated mineral and earth ,6
Arizona,Mineral wool ,3
Arizona,Iron and steel mills and ferroalloy ,6
Arizona,All other miscellaneous nonmetallic mineral product ,13
Arizona,Primary metal ,66
Arizona,Iron and steel mills and ferroalloy ,6
Arizona,Iron and steel mills and ferroalloy ,6
Arizona,Steel product  from purchased steel,9
Arizona,Iron and steel pipe and tube  from purchased steel,5
Arizona,Iron and steel pipe and tube  from purchased steel,5
Arizona,Rolling and drawing of purchased steel,4
Arizona,Alumina and aluminum production and processing,12
Arizona,Alumina and aluminum production and processing,12
Arizona,"Aluminum sheet, plate, and foil ",3
Arizona,"Other aluminum rolling, drawing, and extruding",6
Arizona,Nonferrous metal production and processing,19
Arizona,Nonferrous metal (except aluminum) smelting and refining,4
Arizona,Nonferrous metal (except aluminum) smelting and refining,4
